Title 	 Authors 	 Date of Publication 	 Digital Object Identifier
The function of cytoplasmic flavin reductases in the reduction of azo dyes by bacteria.	Russ R Rau J Stolz A	2000 Apr	?
Construction and characterization of a recA mutant of Thiobacillus ferrooxidans by marker exchange mutagenesis.	Liu Z Guiliani N Appia-Ayme C Borne F Ratouchniak J Bonnefoy V	2000 Apr	?
The lipopolysaccharide of recipient cells is a specific receptor for PilV proteins, selected by shufflon DNA rearrangement, in liquid matings with donors bearing the R64 plasmid.	Ishiwa A Komano T	2000 Feb	?
Transposon mutagenesis in Halomonas eurihalina.	Llamas I Argandona M Quesada E del Moral A	2000 Jan-Feb	S0923-2508(00)00132-7 [pii]
TLA-1: a new plasmid-mediated extended-spectrum beta-lactamase from Escherichia coli.	Silva J Aguilar C Ayala G Estrada MA Garza-Ramos U Lara-Lemus R Ledezma L	2000 Apr	?
Characterization of the gene cluster involved in isoprene metabolism in Rhodococcus sp. strain AD45.	van Hylckama Vlieg JE Leemhuis H Spelberg JH Janssen DB	2000 Apr	?
[Typing of extended-spectrum beta-lactamase-producing Salmonella typhimurium strains isolated in a pediatric unit].	Mhand RA Soukri A Amarouch H Mdaghri NE Benbachir M	1999 Nov-Dec	?
First identification of an SHV-12 extended-spectrum beta-lactamase in Klebsiella pneumoniae isolated in Italy.	Laksai Y Severino M Perilli M Amicosante G Bonfiglio G Stefani S	2000 Mar	?
Molecular cloning and expression of novel sulphotransferase-like cDNAs from human and rat brain.	Falany CN Xie X Wang J Ferrer J Falany JL	2000 Mar 15	?
[Extended-spectrum beta-lactamase (ESBL) produced by Escherichia coli and Klebsiella pneumoniae isolated from Teikyo University Hospital--the second report].	Kawakami S Ono Y Yamamoto M Matumura M Okamoto R Inoue M Miyazawa Y	2000 Jan	?
Components of the RP4 conjugative transfer apparatus form an envelope structure bridging inner and outer membranes of donor cells: implications for related macromolecule transport systems.	Grahn AM Haase J Bamford DH Lanka E	2000 Mar	?
TraG from RP4 and TraG and VirD4 from Ti plasmids confer relaxosome specificity to the conjugal transfer system of pTiC58.	Hamilton CM Lee H Li PL Cook DM Piper KR von Bodman SB Lanka E Ream W Farrand SK	2000 Mar	?
Colonization of the respiratory tract by a virulent strain of avian Escherichia coli requires carriage of a conjugative plasmid.	Ginns CA Benham ML Adams LM Whithear KG Bettelheim KA Crabb BS Browning GF	2000 Mar	?
[Spontaneous mutants of Alteromonas espejiana, resistant to kanamycin and bleomycin].	Gonikberg EM Andreev VM	1999 Dec	?
Transfer of conjugative plasmids and bacteriophage lambda occurs in the presence of antibiotics that prevent de novo gene expression.	Cooper TF Heinemann JA	2000 Mar	10.1006/plas.1999.1450 [doi] S0147-619X(99)91450-6 [pii]
Complete nucleotide sequence and characterization of pSNA1 from pimaricin-producing Streptomyces natalensis that replicates by a rolling circle mechanism.	Mendes MV Aparicio JF Martin JF	2000 Mar	10.1006/plas.1999.1446 [doi] S0147-619X(99)91446-4 [pii]
The pilL and pilN genes of IncI1 plasmids R64 and ColIb-P9 encode outer membrane lipoproteins responsible for thin pilus biogenesis.	Sakai D Komano T	2000 Mar	10.1006/plas.1999.1434 [doi] S0147-619X(99)91434-8 [pii]
Syntheses and studies of multiwarhead siderophore-5-fluorouridine conjugates.	Lu Y Miller MJ	1999 Dec	S0968-0896(99)00248-5 [pii]
Detection of extended-spectrum beta-lactamases in clinical isolates of Enterobacter cloacae and Enterobacter aerogenes.	Tzelepi E Giakkoupi P Sofianou D Loukova V Kemeroglou A Tsakris A	2000 Feb	?
Two active-site tyrosyl residues of protein TrwC act sequentially at the origin of transfer during plasmid R388 conjugation.	Grandoso G Avila P Cayon A Hernando MA Llosa M de la Cruz F	2000 Feb 4	10.1006/jmbi.1999.3425 [doi] S0022-2836(99)93425-3 [pii]
Multiple gene products and sequences required for excision of the mobilizable integrated Bacteroides element NBU1.	Shoemaker NB Wang GR Salyers AA	2000 Feb	?
Characterization of integrons in Escherichia coli of the normal intestinal flora of swine.	Sunde M Sorum H	1999 Winter	10.1089/mdr.1999.5.279 [doi]
Detection and characterization of plasmid pJP4 transfer to indigenous soil bacteria.	Newby DT Josephson KL Pepper IL	2000 Jan	?
The replicator of the nopaline-type Ti plasmid pTiC58 is a member of the repABC family and is influenced by the TraR-dependent quorum-sensing regulatory system.	Li PL Farrand SK	2000 Jan	?
Identification and cloning of genes from Porphyromonas gingivalis after mutagenesis with a modified Tn4400 transposon from Bacteroides fragilis.	Chen T Dong H Tang YP Dallas MM Malamy MH Duncan MJ	2000 Jan	?
Production of a TEM-24 plasmid-mediated extended-spectrum beta-lactamase by a clinical isolate of Pseudomonas aeruginosa.	Marchandin H Jean-Pierre H De Champs C Sirot D Darbas H Perigault PF Carriere C	2000 Jan	?
Characterization of ATP and DNA binding activities of TrwB, the coupling protein essential in plasmid R388 conjugation.	Moncalian G Cabezon E Alkorta I Valle M Moro F Valpuesta JM Goni FM de La Cruz F	1999 Dec 17	?
Immunogenicity of malaria transmission-blocking vaccine candidate, y230.CA14 following crosslinking in the presence of tetanus toxoid.	Vincent AA Fanning S Caira FC Williamson KC	1999 Nov	pim255 [pii]
Lack of hotspot targets: a constraint for IS30 transposition in Salmonella.	Casadesus J Naas T Garzon A Arini A Torreblanca J Arber W	1999 Sep 30	S0378-1119(99)00256-5 [pii]
Extended-spectrum beta-lactamases in clinical isolates of enterobacteria in Mexico.	Silva J Aguilar C Becerra Z Lopez-Antunano F Garcia R	1999 Fall	10.1089/mdr.1999.5.189 [doi]
Bacteremia due to extended-spectrum beta-lactamase-producing Escherichia coli and Klebsiella pneumoniae in a pediatric oncology ward: clinical features and identification of different plasmids carrying both SHV-5 and TEM-1 genes.	Siu LK Lu PL Hsueh PR Lin FM Chang SC Luh KT Ho M Lee CY	1999 Dec	?
A small cryptic plasmid from Ruminobacter amylophilus NIAH-3 possesses functional mobilization properties.	Ogata K Sekizaki T Aminov RI Tajima K Nakamura M Nagamine T Matsui H Benno Y	1999 Dec 1	S0378-1097(99)00512-1 [pii]
Molecular evolution of the pathogenicity island of enterotoxigenic Bacteroides fragilis strains.	Franco AA Cheng RK Chung GT Wu S Oh HB Sears CL	1999 Nov	?
Expression of leading region genes on IncI1 plasmid ColIb-P9: genetic evidence for single-stranded DNA transcription.	Bates S Roscoe RA Althorpe NJ Brammar WJ Wilkins BM	1999 Oct	10.1099/00221287-145-10-2655 [doi]
Conjugation of the enantiomers of ketotifen to four isomeric quaternary ammonium glucuronides in humans in vivo and in liver microsomes.	Mey U Wachsmuth H Breyer-Pfaff U	1999 Nov	?
Group II introns and expression of conjugative transfer functions in lactic acid bacteria.	Dunny GM McKay LL	1999 Jul-Nov	?
The FinO repressor of bacterial conjugation contains two RNA binding regions.	Ghetu AF Gubbins MJ Oikawa K Kay CM Frost LS Glover JN	1999 Oct 19	bi9911482 [pii]
Plasmid transfer in the animal intestine and other dynamic bacterial populations: the role of community structure and environment.	Licht TR Christensen BB Krogfelt KA Molin S	1999 Sep	10.1099/00221287-145-9-2615 [doi]
A role for the PhoBR regulatory system homologue in the Vibrio cholerae phosphate-limitation response and intestinal colonization.	von Kruger WM Humphreys S Ketley JM	1999 Sep	10.1099/00221287-145-9-2463 [doi]
Disruption of tonB in Bordetella bronchiseptica and Bordetella pertussis prevents utilization of ferric siderophores, haemin and haemoglobin as iron sources.	Nicholson ML Beall B	1999 Sep	10.1099/00221287-145-9-2453 [doi]
Green fluorescent protein as a reporter for spatial and temporal gene expression in Streptomyces coelicolor A3(2).	Sun J Kelemen GH Fernandez-Abalos JM Bibb MJ	1999 Sep	10.1099/00221287-145-9-2221 [doi]
Antifungal activities of recombinant antifungal protein by conjugation with polyethylene glycol.	Lee KM Kim DH Lee YH Choi BS Chung JH Lee BL	1999 Aug 31	?
Molecular evolution of the Escherichia coli chromosome. V. Recombination patterns among strains of diverse origin.	Milkman R Raleigh EA McKane M Cryderman D Bilodeau P McWeeny K	1999 Oct	?
Analysis of F factor TraD membrane topology by use of gene fusions and trypsin-sensitive insertions.	Lee MH Kosuk N Bailey J Traxler B Manoil C	1999 Oct	?
TraC of IncN plasmid pKM101 associates with membranes and extracellular high-molecular-weight structures in Escherichia coli.	Schmidt-Eisenlohr H Domke N Baron C	1999 Sep	?
A single-step transconjugation system for the introduction of unmarked deletions into Actinobacillus pleuropneumoniae serotype 7 using a sucrose sensitivity marker.	Oswald W Tonpitak W Ohrt G Gerlach G	1999 Oct 1	S0378109799004061 [pii]
Crystal structure of a prokaryotic replication initiator protein bound to DNA at 2.6 A resolution.	Komori H Matsunaga F Higuchi Y Ishiai M Wada C Miki K	1999 Sep 1	10.1093/emboj/18.17.4597 [doi]
Characterization of transposon-generated protease mutant of Xanthomonas campestris pathovar glycine 8ra. Enzyme activity, cloning, and mapping of flanking DNA.	Rosana L Suhartono MT Suwanto A	1999 Apr	?
A comparison of the kinetics of plasmid transfer in the conjugation systems encoded by the F plasmid from Escherichia coli and plasmid pCF10 from Enterococcus faecalis.	Andrup L Andersen K	1999 Aug	10.1099/13500872-145-8-2001 [doi]
Essential components of the Ti plasmid trb system, a type IV macromolecular transporter.	Li PL Hwang I Miyagi H True H Farrand SK	1999 Aug	?
Molecular characterization of the SHV-11 beta-lactamase of Shigella dysenteriae.	Ahamed J Kundu M	1999 Aug	?
Conjugative pili of IncP plasmids, and the Ti plasmid T pilus are composed of cyclic subunits.	Eisenbrandt R Kalkum M Lai EM Lurz R Kado CI Lanka E	1999 Aug 6	?
[Formation of the heterozygous tandem duplication in the process of conjugation recombination in Escherichia coli: study of the effect of mutations for the recQ, uvrD, and recJ genes].	Sukhodolets VV	1999 Apr	?
Complementation of conjugation functions of Streptomyces lividans plasmid pIJ101 by the related Streptomyces plasmid pSB24.2.	Pettis GS Prakash S	1999 Aug	?
Plasmid-encoded tetracycline resistance in Salmonella enterica subsp. enterica serovars choleraesuis and typhimurium: identification of complete and truncated Tn1721 elements.	Frech G Schwarz S	1999 Jul 1	S0378-1097(99)00226-8 [pii]
Genetic structure and transcriptional analysis of a mobilizable, antibiotic resistance transposon from Bacteroides.	Tribble GD Parker AC Smith CJ	1999 Jul	10.1006/plas.1999.1401 [doi] S0147-619X(99)91401-4 [pii]
Heterologous expression of correctly assembled methylamine dehydrogenase in Rhodobacter sphaeroides.	Graichen ME Jones LH Sharma BV van Spanning RJ Hosler JP Davidson VL	1999 Jul	?
Specific DNA recognition by F Factor TraY involves beta-sheet residues.	Lum PL Schildbach JF	1999 Jul 9	?
Cloning and characterization of blaVIM, a new integron-borne metallo-beta-lactamase gene from a Pseudomonas aeruginosa clinical isolate.	Lauretti L Riccio ML Mazzariol A Cornaglia G Amicosante G Fontana R Rossolini GM	1999 Jul	?
Heterologous expression of soluble methane monooxygenase genes in methanotrophs containing only particulate methane monooxygenase.	Lloyd JS De Marco P Dalton H Murrell JC	1999 May-Jun	91710364.203 [pii]
Analysis of the requirement for a pUB110 mob region during Tn916-dependent mobilization.	Showsh SA Andrews RE Jr	1999 May	10.1006/plas.1999.1398 [doi] S0147-619X(99)91398-7 [pii]
Structural and functional roles of the surface-exposed loops of the beta-barrel membrane protein OmpA from Escherichia coli.	Koebnik R	1999 Jun	?
Genetic evidence of protein transfer during bacterial conjugation.	Heinemann JA	1999 May	10.1006/plas.1999.1392 [doi] S0147-619X(99)91392-6 [pii]
Nucleotide sequence of the F plasmid leading region.	Manwaring NP Skurray RA Firth N	1999 May	10.1006/plas.1999.1390 [doi] S0147-619X(99)91390-2 [pii]
Conjugative mobilization of the rolling-circle plasmid pIP823 from Listeria monocytogenes BM4293 among gram-positive and gram-negative bacteria.	Charpentier E Gerbaud G Courvalin P	1999 Jun	?
Temperature control of biotin binding and release with A streptavidin-poly(N-isopropylacrylamide) site-specific conjugate.	Ding Z Long CJ Hayashi Y Bulmus EV Hoffman AS Stayton PS	1999 May-Jun	10.1021/bc980108s [doi] bc980108s [pii]
Monitoring of chromosomal insertions of the IncJ elements R391 and R997 in Escherichia coli K-12.	Murphy DB Pembroke JT	1999 May 15	S0378-1097(99)00166-4 [pii]
Increasing DNA transfer efficiency by temporary inactivation of host restriction.	Edwards RA Helm RA Maloy SR	1999 May	10.2144/99265st02 [doi]
Extended-spectrum beta-lactamase producing strains of Enterobacter cloacae transferring resistance to cefotaxime and ceftazidime.	Blahova J Kralikova K Krcmery V Sr Schafer V	1999 Apr	10.1179/joc.1999.11.2.97 [doi]
Survey of extended-spectrum beta-lactamases in clinical isolates of Escherichia coli and Klebsiella pneumoniae: prevalence of TEM-52 in Korea.	Pai H Lyu S Lee JH Kim J Kwon Y Kim JW Choe KW	1999 Jun	?
Sequence-specific antibodies against human IgE isoforms induced by an epitope display system.	Lorenzi R Burrone OR	1999 Mar	S1380-2933(98)00019-0 [pii]
[The emergence of multiple antimicrobial resistance in Vibrio cholerae isolated from gastroenteritis patients in Ceara, Brazil].	Hofer E Quintaes BR dos Reis EM Rodrigues Ddos P Seki LM Feitosa IS Ribeiro LH Ferreira MR	1999 Mar-Apr	?
Carbapenem resistance in Escherichia coli associated with plasmid-determined CMY-4 beta-lactamase production and loss of an outer membrane protein.	Stapleton PD Shannon KP French GL	1999 May	?
The MobA-linked primase is the only replication protein of R1162 required for conjugal mobilization.	Henderson D Meyer R	1999 May	?
Expression of two glutathione S-transferase genes in the yeast Issatchenkia orientalis is induced by o-dinitrobenzene during cell growth arrest.	Tamaki H Yamamoto K Kumagai H	1999 May	?
An operon that confers UV resistance by evoking the SOS mutagenic response in streptococcal conjugative transposon Tn5252.	Munoz-Najar U Vijayakumar MN	1999 May	?
Site-specific integration of the conjugal Vibrio cholerae SXT element into prfC.	Hochhut B Waldor MK	1999 Apr	?
IHF protein inhibits cleavage but not assembly of plasmid R388 relaxosomes.	Moncalian G Valle M Valpuesta JM de la Cruz F	1999 Mar	?
Genetic analysis of the mobilization and leading regions of the IncN plasmids pKM101 and pCU1.	Paterson ES More MI Pillay G Cellini C Woodgate R Walker GC Iyer VN Winans SC	1999 Apr	?
Emergence of fosfomycin-resistant isolates of Shiga-like toxin-producing Escherichia coli O26.	Horii T Kimura T Sato K Shibayama K Ohta M	1999 Apr	?
A new protease required for cell-cycle progression in yeast.	Li SJ Hochstrasser M	1999 Mar 18	10.1038/18457 [doi]
Stabilization of the relaxosome and stimulation of conjugal transfer are genetically distinct functions of the R1162 protein MobB.	Perwez T Meyer RJ	1999 Apr	?
Evolution of differential substrate specificities in Mu class glutathione transferases probed by DNA shuffling.	Hansson LO Bolton-Grob R Massoud T Mannervik B	1999 Mar 26	S0022-2836(99)92607-4 [pii] 10.1006/jmbi.1999.2607 [doi]
Homologous expression of soluble methane monooxygenase genes in Methylosinus trichosporium OB3b.	Lloyd JS Finch R Dalton H Murrell JC	1999 Feb	10.1099/13500872-145-2-461 [doi]
In vivo and in vitro cloning and phenotype characterization of tellurite resistance determinant conferred by plasmid pTE53 of a clinical isolate of Escherichia coli.	Burian J Tu N Kl'ucar L Guller L Lloyd-Jones G Stuchlik S Fejdi P Siekel P Turna J	1998	?
Molecular characterisation of a Rhodococcus ohp operon.	Powell JA Archer JA	1998 Jul-Oct	?
Cloning of genes that have environmental and clinical importance from rhodococci and related bacteria.	Dabbs ER	1998 Jul-Oct	?
The PalkBFGHJKL promoter is under carbon catabolite repression control in Pseudomonas oleovorans but not in Escherichia coli alk+ recombinants.	Staijen IE Marcionelli R Witholt B	1999 Mar	?
Regulation of excision of the conjugative transposon Tn916.	Marra D Scott JR	1999 Jan	?
In vivo transposition of mariner-based elements in enteric bacteria and mycobacteria.	Rubin EJ Akerley BJ Novik VN Lampe DJ Husson RN Mekalanos JJ	1999 Feb 16	?
